point,recorded points,len,error
"(638, 125.5)","[(836, 991), (759, 970), (772, 975)]",3,"((151.0, 853.1666666666666))"
"(1278, 125.5)","[(836, 991), (759, 970), (772, 975)]",3,"((489.0, 853.1666666666666))"
