point,recorded points,len,error
"(638, 125.5)","[(331, 317), (468, 567), (494, 420), (379, 370), (338, 572), (559, 399), (396, 451), (467, 406), (515, 388), (507, 380), (419, 454), (408, 358), (456, 395), (427, 420), (368, 372), (1370, 551), (1597, 570), (1634, 569), (1576, 583), (1583, 463), (1600, 542), (1586, 510), (1577, 592), (1575, 516), (1546, 506), (1579, 472), (1569, 477), (1578, 504), (1506, 639), (1546, 579), (1573, 638), (1578, 571), (1597, 503), (1581, 592), (1566, 558), (1524, 493), (1520, 555), (1566, 485), (1549, 588), (637, 376), (398, 388), (562, 460), (609, 438), (368, 379), (505, 389), (543, 427), (433, 482), (545, 416), (610, 358), (463, 364), (512, 435), (392, 673), (357, 561), (390, 542), (448, 546), (562, 527), (433, 452), (435, 590), (404, 571), (519, 676), (443, 604), (355, 706), (462, 435), (477, 622), (386, 722), (387, 669), (387, 401), (484, 647), (345, 418), (370, 430), (425, 453), (359, 422), (1431, 616), (1496, 625), (1586, 617), (1581, 672), (1592, 678), (1525, 611), (1561, 528), (1559, 756), (1585, 563), (1618, 663), (1571, 583), (1597, 607), (1572, 597), (1610, 635), (1583, 607), (1591, 525), (1572, 679), (1593, 612), (1811, 319), (1965, 400), (2144, 453), (1988, 404), (2085, 445), (1920, 409), (1964, 381), (2061, 421), (2038, 402), (2153, 460), (1925, 380), (430, 711), (376, 327), (349, 438), (352, 323), (354, 308), (336, 264), (347, 443), (338, 388), (328, 339), (311, 576), (469, 337), (354, 701), (794, 628), (705, 481), (534, 623), (628, 606), (794, 397), (685, 555), (673, 466), (709, 619), (494, 534), (629, 570), (643, 521), (661, 526), (613, 560), (543, 585), (630, 588), (597, 605), (638, 516), (644, 360), (622, 582), (771, 473), (654, 373), (1552, 552), (1579, 747), (1595, 631), (1552, 722), (1574, 662), (1508, 695), (1587, 779), (1572, 795), (1606, 787), (1595, 812), (1534, 657), (1591, 816), (1609, 639), (1609, 685), (1615, 587), (1615, 566), (1615, 731), (1636, 646), (1466, 605), (1620, 274), (1659, 271), (1772, 352), (1771, 362), (1717, 385), (1723, 315), (1629, 317), (1701, 405), (1638, 406), (1654, 294), (1684, 399), (376, 423), (429, 693), (548, 517), (332, 562), (452, 547), (317, 701), (375, 584), (431, 332), (341, 476), (353, 512), (326, 804), (381, 312), (341, 350), (410, 488), (334, 471), (332, 412), (398, 561), (318, 358), (538, 371), (492, 488), (708, 800), (696, 723), (579, 599), (541, 594), (695, 529), (556, 586), (697, 449), (619, 466), (619, 520), (512, 506), (548, 601), (733, 394), (1132, 557), (1000, 850), (1365, 838), (1277, 875), (1358, 773), (1184, 813), (1210, 827), (1591, 811), (1303, 822), (1203, 805), (1276, 708), (1386, 805), (1270, 819), (1205, 594), (1202, 854), (1122, 810), (1339, 860), (1094, 806), (1255, 533), (1603, 385), (1604, 799), (1628, 655), (1654, 652), (1611, 713), (1426, 852), (1645, 651), (1640, 674), (1617, 801), (1625, 648), (1539, 853), (1618, 690), (1592, 757), (1630, 623), (1613, 572), (561, 492), (696, 673), (822, 711), (652, 605), (869, 734), (738, 589), (772, 634), (669, 576), (589, 554), (581, 759), (1088, 758), (1078, 745), (1320, 582), (1076, 798), (1179, 829), (1264, 752), (1462, 779), (1209, 813), (1250, 850), (1300, 817), (1146, 756), (1327, 665)]",252,"((396.3849206349207, 438.20634920634916))"
"(1278, 125.5)","[(331, 317), (468, 567), (494, 420), (379, 370), (338, 572), (559, 399), (396, 451), (467, 406), (515, 388), (507, 380), (419, 454), (408, 358), (456, 395), (427, 420), (368, 372), (1370, 551), (1597, 570), (1634, 569), (1576, 583), (1583, 463), (1600, 542), (1586, 510), (1577, 592), (1575, 516), (1546, 506), (1579, 472), (1569, 477), (1578, 504), (1506, 639), (1546, 579), (1573, 638), (1578, 571), (1597, 503), (1581, 592), (1566, 558), (1524, 493), (1520, 555), (1566, 485), (1549, 588), (637, 376), (398, 388), (562, 460), (609, 438), (368, 379), (505, 389), (543, 427), (433, 482), (545, 416), (610, 358), (463, 364), (512, 435), (392, 673), (357, 561), (390, 542), (448, 546), (562, 527), (433, 452), (435, 590), (404, 571), (519, 676), (443, 604), (355, 706), (462, 435), (477, 622), (386, 722), (387, 669), (387, 401), (484, 647), (345, 418), (370, 430), (425, 453), (359, 422), (1431, 616), (1496, 625), (1586, 617), (1581, 672), (1592, 678), (1525, 611), (1561, 528), (1559, 756), (1585, 563), (1618, 663), (1571, 583), (1597, 607), (1572, 597), (1610, 635), (1583, 607), (1591, 525), (1572, 679), (1593, 612), (1811, 319), (1965, 400), (2144, 453), (1988, 404), (2085, 445), (1920, 409), (1964, 381), (2061, 421), (2038, 402), (2153, 460), (1925, 380), (430, 711), (376, 327), (349, 438), (352, 323), (354, 308), (336, 264), (347, 443), (338, 388), (328, 339), (311, 576), (469, 337), (354, 701), (794, 628), (705, 481), (534, 623), (628, 606), (794, 397), (685, 555), (673, 466), (709, 619), (494, 534), (629, 570), (643, 521), (661, 526), (613, 560), (543, 585), (630, 588), (597, 605), (638, 516), (644, 360), (622, 582), (771, 473), (654, 373), (1552, 552), (1579, 747), (1595, 631), (1552, 722), (1574, 662), (1508, 695), (1587, 779), (1572, 795), (1606, 787), (1595, 812), (1534, 657), (1591, 816), (1609, 639), (1609, 685), (1615, 587), (1615, 566), (1615, 731), (1636, 646), (1466, 605), (1620, 274), (1659, 271), (1772, 352), (1771, 362), (1717, 385), (1723, 315), (1629, 317), (1701, 405), (1638, 406), (1654, 294), (1684, 399), (376, 423), (429, 693), (548, 517), (332, 562), (452, 547), (317, 701), (375, 584), (431, 332), (341, 476), (353, 512), (326, 804), (381, 312), (341, 350), (410, 488), (334, 471), (332, 412), (398, 561), (318, 358), (538, 371), (492, 488), (708, 800), (696, 723), (579, 599), (541, 594), (695, 529), (556, 586), (697, 449), (619, 466), (619, 520), (512, 506), (548, 601), (733, 394), (1132, 557), (1000, 850), (1365, 838), (1277, 875), (1358, 773), (1184, 813), (1210, 827), (1591, 811), (1303, 822), (1203, 805), (1276, 708), (1386, 805), (1270, 819), (1205, 594), (1202, 854), (1122, 810), (1339, 860), (1094, 806), (1255, 533), (1603, 385), (1604, 799), (1628, 655), (1654, 652), (1611, 713), (1426, 852), (1645, 651), (1640, 674), (1617, 801), (1625, 648), (1539, 853), (1618, 690), (1592, 757), (1630, 623), (1613, 572), (561, 492), (696, 673), (822, 711), (652, 605), (869, 734), (738, 589), (772, 634), (669, 576), (589, 554), (581, 759), (1088, 758), (1078, 745), (1320, 582), (1076, 798), (1179, 829), (1264, 752), (1462, 779), (1209, 813), (1250, 850), (1300, 817), (1146, 756), (1327, 665)]",252,"((243.61507936507928, 438.20634920634916))"
"(150.5, 260.5)","[(331, 317), (468, 567), (494, 420), (379, 370), (338, 572), (559, 399), (396, 451), (467, 406), (515, 388), (507, 380), (419, 454), (408, 358), (456, 395), (427, 420), (368, 372), (1370, 551), (1597, 570), (1634, 569), (1576, 583), (1583, 463), (1600, 542), (1586, 510), (1577, 592), (1575, 516), (1546, 506), (1579, 472), (1569, 477), (1578, 504), (1506, 639), (1546, 579), (1573, 638), (1578, 571), (1597, 503), (1581, 592), (1566, 558), (1524, 493), (1520, 555), (1566, 485), (1549, 588), (637, 376), (398, 388), (562, 460), (609, 438), (368, 379), (505, 389), (543, 427), (433, 482), (545, 416), (610, 358), (463, 364), (512, 435), (392, 673), (357, 561), (390, 542), (448, 546), (562, 527), (433, 452), (435, 590), (404, 571), (519, 676), (443, 604), (355, 706), (462, 435), (477, 622), (386, 722), (387, 669), (387, 401), (484, 647), (345, 418), (370, 430), (425, 453), (359, 422), (1431, 616), (1496, 625), (1586, 617), (1581, 672), (1592, 678), (1525, 611), (1561, 528), (1559, 756), (1585, 563), (1618, 663), (1571, 583), (1597, 607), (1572, 597), (1610, 635), (1583, 607), (1591, 525), (1572, 679), (1593, 612), (1811, 319), (1965, 400), (2144, 453), (1988, 404), (2085, 445), (1920, 409), (1964, 381), (2061, 421), (2038, 402), (2153, 460), (1925, 380), (430, 711), (376, 327), (349, 438), (352, 323), (354, 308), (336, 264), (347, 443), (338, 388), (328, 339), (311, 576), (469, 337), (354, 701), (794, 628), (705, 481), (534, 623), (628, 606), (794, 397), (685, 555), (673, 466), (709, 619), (494, 534), (629, 570), (643, 521), (661, 526), (613, 560), (543, 585), (630, 588), (597, 605), (638, 516), (644, 360), (622, 582), (771, 473), (654, 373), (1552, 552), (1579, 747), (1595, 631), (1552, 722), (1574, 662), (1508, 695), (1587, 779), (1572, 795), (1606, 787), (1595, 812), (1534, 657), (1591, 816), (1609, 639), (1609, 685), (1615, 587), (1615, 566), (1615, 731), (1636, 646), (1466, 605), (1620, 274), (1659, 271), (1772, 352), (1771, 362), (1717, 385), (1723, 315), (1629, 317), (1701, 405), (1638, 406), (1654, 294), (1684, 399), (376, 423), (429, 693), (548, 517), (332, 562), (452, 547), (317, 701), (375, 584), (431, 332), (341, 476), (353, 512), (326, 804), (381, 312), (341, 350), (410, 488), (334, 471), (332, 412), (398, 561), (318, 358), (538, 371), (492, 488), (708, 800), (696, 723), (579, 599), (541, 594), (695, 529), (556, 586), (697, 449), (619, 466), (619, 520), (512, 506), (548, 601), (733, 394), (1132, 557), (1000, 850), (1365, 838), (1277, 875), (1358, 773), (1184, 813), (1210, 827), (1591, 811), (1303, 822), (1203, 805), (1276, 708), (1386, 805), (1270, 819), (1205, 594), (1202, 854), (1122, 810), (1339, 860), (1094, 806), (1255, 533), (1603, 385), (1604, 799), (1628, 655), (1654, 652), (1611, 713), (1426, 852), (1645, 651), (1640, 674), (1617, 801), (1625, 648), (1539, 853), (1618, 690), (1592, 757), (1630, 623), (1613, 572), (561, 492), (696, 673), (822, 711), (652, 605), (869, 734), (738, 589), (772, 634), (669, 576), (589, 554), (581, 759), (1088, 758), (1078, 745), (1320, 582), (1076, 798), (1179, 829), (1264, 752), (1462, 779), (1209, 813), (1250, 850), (1300, 817), (1146, 756), (1327, 665)]",252,"((883.8849206349207, 303.20634920634916))"
"(630.5, 260.5)","[(331, 317), (468, 567), (494, 420), (379, 370), (338, 572), (559, 399), (396, 451), (467, 406), (515, 388), (507, 380), (419, 454), (408, 358), (456, 395), (427, 420), (368, 372), (1370, 551), (1597, 570), (1634, 569), (1576, 583), (1583, 463), (1600, 542), (1586, 510), (1577, 592), (1575, 516), (1546, 506), (1579, 472), (1569, 477), (1578, 504), (1506, 639), (1546, 579), (1573, 638), (1578, 571), (1597, 503), (1581, 592), (1566, 558), (1524, 493), (1520, 555), (1566, 485), (1549, 588), (637, 376), (398, 388), (562, 460), (609, 438), (368, 379), (505, 389), (543, 427), (433, 482), (545, 416), (610, 358), (463, 364), (512, 435), (392, 673), (357, 561), (390, 542), (448, 546), (562, 527), (433, 452), (435, 590), (404, 571), (519, 676), (443, 604), (355, 706), (462, 435), (477, 622), (386, 722), (387, 669), (387, 401), (484, 647), (345, 418), (370, 430), (425, 453), (359, 422), (1431, 616), (1496, 625), (1586, 617), (1581, 672), (1592, 678), (1525, 611), (1561, 528), (1559, 756), (1585, 563), (1618, 663), (1571, 583), (1597, 607), (1572, 597), (1610, 635), (1583, 607), (1591, 525), (1572, 679), (1593, 612), (1811, 319), (1965, 400), (2144, 453), (1988, 404), (2085, 445), (1920, 409), (1964, 381), (2061, 421), (2038, 402), (2153, 460), (1925, 380), (430, 711), (376, 327), (349, 438), (352, 323), (354, 308), (336, 264), (347, 443), (338, 388), (328, 339), (311, 576), (469, 337), (354, 701), (794, 628), (705, 481), (534, 623), (628, 606), (794, 397), (685, 555), (673, 466), (709, 619), (494, 534), (629, 570), (643, 521), (661, 526), (613, 560), (543, 585), (630, 588), (597, 605), (638, 516), (644, 360), (622, 582), (771, 473), (654, 373), (1552, 552), (1579, 747), (1595, 631), (1552, 722), (1574, 662), (1508, 695), (1587, 779), (1572, 795), (1606, 787), (1595, 812), (1534, 657), (1591, 816), (1609, 639), (1609, 685), (1615, 587), (1615, 566), (1615, 731), (1636, 646), (1466, 605), (1620, 274), (1659, 271), (1772, 352), (1771, 362), (1717, 385), (1723, 315), (1629, 317), (1701, 405), (1638, 406), (1654, 294), (1684, 399), (376, 423), (429, 693), (548, 517), (332, 562), (452, 547), (317, 701), (375, 584), (431, 332), (341, 476), (353, 512), (326, 804), (381, 312), (341, 350), (410, 488), (334, 471), (332, 412), (398, 561), (318, 358), (538, 371), (492, 488), (708, 800), (696, 723), (579, 599), (541, 594), (695, 529), (556, 586), (697, 449), (619, 466), (619, 520), (512, 506), (548, 601), (733, 394), (1132, 557), (1000, 850), (1365, 838), (1277, 875), (1358, 773), (1184, 813), (1210, 827), (1591, 811), (1303, 822), (1203, 805), (1276, 708), (1386, 805), (1270, 819), (1205, 594), (1202, 854), (1122, 810), (1339, 860), (1094, 806), (1255, 533), (1603, 385), (1604, 799), (1628, 655), (1654, 652), (1611, 713), (1426, 852), (1645, 651), (1640, 674), (1617, 801), (1625, 648), (1539, 853), (1618, 690), (1592, 757), (1630, 623), (1613, 572), (561, 492), (696, 673), (822, 711), (652, 605), (869, 734), (738, 589), (772, 634), (669, 576), (589, 554), (581, 759), (1088, 758), (1078, 745), (1320, 582), (1076, 798), (1179, 829), (1264, 752), (1462, 779), (1209, 813), (1250, 850), (1300, 817), (1146, 756), (1327, 665)]",252,"((403.8849206349207, 303.20634920634916))"
"(1270.5, 260.5)","[(331, 317), (468, 567), (494, 420), (379, 370), (338, 572), (559, 399), (396, 451), (467, 406), (515, 388), (507, 380), (419, 454), (408, 358), (456, 395), (427, 420), (368, 372), (1370, 551), (1597, 570), (1634, 569), (1576, 583), (1583, 463), (1600, 542), (1586, 510), (1577, 592), (1575, 516), (1546, 506), (1579, 472), (1569, 477), (1578, 504), (1506, 639), (1546, 579), (1573, 638), (1578, 571), (1597, 503), (1581, 592), (1566, 558), (1524, 493), (1520, 555), (1566, 485), (1549, 588), (637, 376), (398, 388), (562, 460), (609, 438), (368, 379), (505, 389), (543, 427), (433, 482), (545, 416), (610, 358), (463, 364), (512, 435), (392, 673), (357, 561), (390, 542), (448, 546), (562, 527), (433, 452), (435, 590), (404, 571), (519, 676), (443, 604), (355, 706), (462, 435), (477, 622), (386, 722), (387, 669), (387, 401), (484, 647), (345, 418), (370, 430), (425, 453), (359, 422), (1431, 616), (1496, 625), (1586, 617), (1581, 672), (1592, 678), (1525, 611), (1561, 528), (1559, 756), (1585, 563), (1618, 663), (1571, 583), (1597, 607), (1572, 597), (1610, 635), (1583, 607), (1591, 525), (1572, 679), (1593, 612), (1811, 319), (1965, 400), (2144, 453), (1988, 404), (2085, 445), (1920, 409), (1964, 381), (2061, 421), (2038, 402), (2153, 460), (1925, 380), (430, 711), (376, 327), (349, 438), (352, 323), (354, 308), (336, 264), (347, 443), (338, 388), (328, 339), (311, 576), (469, 337), (354, 701), (794, 628), (705, 481), (534, 623), (628, 606), (794, 397), (685, 555), (673, 466), (709, 619), (494, 534), (629, 570), (643, 521), (661, 526), (613, 560), (543, 585), (630, 588), (597, 605), (638, 516), (644, 360), (622, 582), (771, 473), (654, 373), (1552, 552), (1579, 747), (1595, 631), (1552, 722), (1574, 662), (1508, 695), (1587, 779), (1572, 795), (1606, 787), (1595, 812), (1534, 657), (1591, 816), (1609, 639), (1609, 685), (1615, 587), (1615, 566), (1615, 731), (1636, 646), (1466, 605), (1620, 274), (1659, 271), (1772, 352), (1771, 362), (1717, 385), (1723, 315), (1629, 317), (1701, 405), (1638, 406), (1654, 294), (1684, 399), (376, 423), (429, 693), (548, 517), (332, 562), (452, 547), (317, 701), (375, 584), (431, 332), (341, 476), (353, 512), (326, 804), (381, 312), (341, 350), (410, 488), (334, 471), (332, 412), (398, 561), (318, 358), (538, 371), (492, 488), (708, 800), (696, 723), (579, 599), (541, 594), (695, 529), (556, 586), (697, 449), (619, 466), (619, 520), (512, 506), (548, 601), (733, 394), (1132, 557), (1000, 850), (1365, 838), (1277, 875), (1358, 773), (1184, 813), (1210, 827), (1591, 811), (1303, 822), (1203, 805), (1276, 708), (1386, 805), (1270, 819), (1205, 594), (1202, 854), (1122, 810), (1339, 860), (1094, 806), (1255, 533), (1603, 385), (1604, 799), (1628, 655), (1654, 652), (1611, 713), (1426, 852), (1645, 651), (1640, 674), (1617, 801), (1625, 648), (1539, 853), (1618, 690), (1592, 757), (1630, 623), (1613, 572), (561, 492), (696, 673), (822, 711), (652, 605), (869, 734), (738, 589), (772, 634), (669, 576), (589, 554), (581, 759), (1088, 758), (1078, 745), (1320, 582), (1076, 798), (1179, 829), (1264, 752), (1462, 779), (1209, 813), (1250, 850), (1300, 817), (1146, 756), (1327, 665)]",252,"((236.11507936507928, 303.20634920634916))"
"(1750.5, 260.5)","[(331, 317), (468, 567), (494, 420), (379, 370), (338, 572), (559, 399), (396, 451), (467, 406), (515, 388), (507, 380), (419, 454), (408, 358), (456, 395), (427, 420), (368, 372), (1370, 551), (1597, 570), (1634, 569), (1576, 583), (1583, 463), (1600, 542), (1586, 510), (1577, 592), (1575, 516), (1546, 506), (1579, 472), (1569, 477), (1578, 504), (1506, 639), (1546, 579), (1573, 638), (1578, 571), (1597, 503), (1581, 592), (1566, 558), (1524, 493), (1520, 555), (1566, 485), (1549, 588), (637, 376), (398, 388), (562, 460), (609, 438), (368, 379), (505, 389), (543, 427), (433, 482), (545, 416), (610, 358), (463, 364), (512, 435), (392, 673), (357, 561), (390, 542), (448, 546), (562, 527), (433, 452), (435, 590), (404, 571), (519, 676), (443, 604), (355, 706), (462, 435), (477, 622), (386, 722), (387, 669), (387, 401), (484, 647), (345, 418), (370, 430), (425, 453), (359, 422), (1431, 616), (1496, 625), (1586, 617), (1581, 672), (1592, 678), (1525, 611), (1561, 528), (1559, 756), (1585, 563), (1618, 663), (1571, 583), (1597, 607), (1572, 597), (1610, 635), (1583, 607), (1591, 525), (1572, 679), (1593, 612), (1811, 319), (1965, 400), (2144, 453), (1988, 404), (2085, 445), (1920, 409), (1964, 381), (2061, 421), (2038, 402), (2153, 460), (1925, 380), (430, 711), (376, 327), (349, 438), (352, 323), (354, 308), (336, 264), (347, 443), (338, 388), (328, 339), (311, 576), (469, 337), (354, 701), (794, 628), (705, 481), (534, 623), (628, 606), (794, 397), (685, 555), (673, 466), (709, 619), (494, 534), (629, 570), (643, 521), (661, 526), (613, 560), (543, 585), (630, 588), (597, 605), (638, 516), (644, 360), (622, 582), (771, 473), (654, 373), (1552, 552), (1579, 747), (1595, 631), (1552, 722), (1574, 662), (1508, 695), (1587, 779), (1572, 795), (1606, 787), (1595, 812), (1534, 657), (1591, 816), (1609, 639), (1609, 685), (1615, 587), (1615, 566), (1615, 731), (1636, 646), (1466, 605), (1620, 274), (1659, 271), (1772, 352), (1771, 362), (1717, 385), (1723, 315), (1629, 317), (1701, 405), (1638, 406), (1654, 294), (1684, 399), (376, 423), (429, 693), (548, 517), (332, 562), (452, 547), (317, 701), (375, 584), (431, 332), (341, 476), (353, 512), (326, 804), (381, 312), (341, 350), (410, 488), (334, 471), (332, 412), (398, 561), (318, 358), (538, 371), (492, 488), (708, 800), (696, 723), (579, 599), (541, 594), (695, 529), (556, 586), (697, 449), (619, 466), (619, 520), (512, 506), (548, 601), (733, 394), (1132, 557), (1000, 850), (1365, 838), (1277, 875), (1358, 773), (1184, 813), (1210, 827), (1591, 811), (1303, 822), (1203, 805), (1276, 708), (1386, 805), (1270, 819), (1205, 594), (1202, 854), (1122, 810), (1339, 860), (1094, 806), (1255, 533), (1603, 385), (1604, 799), (1628, 655), (1654, 652), (1611, 713), (1426, 852), (1645, 651), (1640, 674), (1617, 801), (1625, 648), (1539, 853), (1618, 690), (1592, 757), (1630, 623), (1613, 572), (561, 492), (696, 673), (822, 711), (652, 605), (869, 734), (738, 589), (772, 634), (669, 576), (589, 554), (581, 759), (1088, 758), (1078, 745), (1320, 582), (1076, 798), (1179, 829), (1264, 752), (1462, 779), (1209, 813), (1250, 850), (1300, 817), (1146, 756), (1327, 665)]",252,"((716.1150793650793, 303.20634920634916))"
"(150.5, 530.5)","[(331, 317), (468, 567), (494, 420), (379, 370), (338, 572), (559, 399), (396, 451), (467, 406), (515, 388), (507, 380), (419, 454), (408, 358), (456, 395), (427, 420), (368, 372), (1370, 551), (1597, 570), (1634, 569), (1576, 583), (1583, 463), (1600, 542), (1586, 510), (1577, 592), (1575, 516), (1546, 506), (1579, 472), (1569, 477), (1578, 504), (1506, 639), (1546, 579), (1573, 638), (1578, 571), (1597, 503), (1581, 592), (1566, 558), (1524, 493), (1520, 555), (1566, 485), (1549, 588), (637, 376), (398, 388), (562, 460), (609, 438), (368, 379), (505, 389), (543, 427), (433, 482), (545, 416), (610, 358), (463, 364), (512, 435), (392, 673), (357, 561), (390, 542), (448, 546), (562, 527), (433, 452), (435, 590), (404, 571), (519, 676), (443, 604), (355, 706), (462, 435), (477, 622), (386, 722), (387, 669), (387, 401), (484, 647), (345, 418), (370, 430), (425, 453), (359, 422), (1431, 616), (1496, 625), (1586, 617), (1581, 672), (1592, 678), (1525, 611), (1561, 528), (1559, 756), (1585, 563), (1618, 663), (1571, 583), (1597, 607), (1572, 597), (1610, 635), (1583, 607), (1591, 525), (1572, 679), (1593, 612), (1811, 319), (1965, 400), (2144, 453), (1988, 404), (2085, 445), (1920, 409), (1964, 381), (2061, 421), (2038, 402), (2153, 460), (1925, 380), (430, 711), (376, 327), (349, 438), (352, 323), (354, 308), (336, 264), (347, 443), (338, 388), (328, 339), (311, 576), (469, 337), (354, 701), (794, 628), (705, 481), (534, 623), (628, 606), (794, 397), (685, 555), (673, 466), (709, 619), (494, 534), (629, 570), (643, 521), (661, 526), (613, 560), (543, 585), (630, 588), (597, 605), (638, 516), (644, 360), (622, 582), (771, 473), (654, 373), (1552, 552), (1579, 747), (1595, 631), (1552, 722), (1574, 662), (1508, 695), (1587, 779), (1572, 795), (1606, 787), (1595, 812), (1534, 657), (1591, 816), (1609, 639), (1609, 685), (1615, 587), (1615, 566), (1615, 731), (1636, 646), (1466, 605), (1620, 274), (1659, 271), (1772, 352), (1771, 362), (1717, 385), (1723, 315), (1629, 317), (1701, 405), (1638, 406), (1654, 294), (1684, 399), (376, 423), (429, 693), (548, 517), (332, 562), (452, 547), (317, 701), (375, 584), (431, 332), (341, 476), (353, 512), (326, 804), (381, 312), (341, 350), (410, 488), (334, 471), (332, 412), (398, 561), (318, 358), (538, 371), (492, 488), (708, 800), (696, 723), (579, 599), (541, 594), (695, 529), (556, 586), (697, 449), (619, 466), (619, 520), (512, 506), (548, 601), (733, 394), (1132, 557), (1000, 850), (1365, 838), (1277, 875), (1358, 773), (1184, 813), (1210, 827), (1591, 811), (1303, 822), (1203, 805), (1276, 708), (1386, 805), (1270, 819), (1205, 594), (1202, 854), (1122, 810), (1339, 860), (1094, 806), (1255, 533), (1603, 385), (1604, 799), (1628, 655), (1654, 652), (1611, 713), (1426, 852), (1645, 651), (1640, 674), (1617, 801), (1625, 648), (1539, 853), (1618, 690), (1592, 757), (1630, 623), (1613, 572), (561, 492), (696, 673), (822, 711), (652, 605), (869, 734), (738, 589), (772, 634), (669, 576), (589, 554), (581, 759), (1088, 758), (1078, 745), (1320, 582), (1076, 798), (1179, 829), (1264, 752), (1462, 779), (1209, 813), (1250, 850), (1300, 817), (1146, 756), (1327, 665)]",252,"((883.8849206349207, 33.20634920634916))"
"(630.5, 530.5)","[(331, 317), (468, 567), (494, 420), (379, 370), (338, 572), (559, 399), (396, 451), (467, 406), (515, 388), (507, 380), (419, 454), (408, 358), (456, 395), (427, 420), (368, 372), (1370, 551), (1597, 570), (1634, 569), (1576, 583), (1583, 463), (1600, 542), (1586, 510), (1577, 592), (1575, 516), (1546, 506), (1579, 472), (1569, 477), (1578, 504), (1506, 639), (1546, 579), (1573, 638), (1578, 571), (1597, 503), (1581, 592), (1566, 558), (1524, 493), (1520, 555), (1566, 485), (1549, 588), (637, 376), (398, 388), (562, 460), (609, 438), (368, 379), (505, 389), (543, 427), (433, 482), (545, 416), (610, 358), (463, 364), (512, 435), (392, 673), (357, 561), (390, 542), (448, 546), (562, 527), (433, 452), (435, 590), (404, 571), (519, 676), (443, 604), (355, 706), (462, 435), (477, 622), (386, 722), (387, 669), (387, 401), (484, 647), (345, 418), (370, 430), (425, 453), (359, 422), (1431, 616), (1496, 625), (1586, 617), (1581, 672), (1592, 678), (1525, 611), (1561, 528), (1559, 756), (1585, 563), (1618, 663), (1571, 583), (1597, 607), (1572, 597), (1610, 635), (1583, 607), (1591, 525), (1572, 679), (1593, 612), (1811, 319), (1965, 400), (2144, 453), (1988, 404), (2085, 445), (1920, 409), (1964, 381), (2061, 421), (2038, 402), (2153, 460), (1925, 380), (430, 711), (376, 327), (349, 438), (352, 323), (354, 308), (336, 264), (347, 443), (338, 388), (328, 339), (311, 576), (469, 337), (354, 701), (794, 628), (705, 481), (534, 623), (628, 606), (794, 397), (685, 555), (673, 466), (709, 619), (494, 534), (629, 570), (643, 521), (661, 526), (613, 560), (543, 585), (630, 588), (597, 605), (638, 516), (644, 360), (622, 582), (771, 473), (654, 373), (1552, 552), (1579, 747), (1595, 631), (1552, 722), (1574, 662), (1508, 695), (1587, 779), (1572, 795), (1606, 787), (1595, 812), (1534, 657), (1591, 816), (1609, 639), (1609, 685), (1615, 587), (1615, 566), (1615, 731), (1636, 646), (1466, 605), (1620, 274), (1659, 271), (1772, 352), (1771, 362), (1717, 385), (1723, 315), (1629, 317), (1701, 405), (1638, 406), (1654, 294), (1684, 399), (376, 423), (429, 693), (548, 517), (332, 562), (452, 547), (317, 701), (375, 584), (431, 332), (341, 476), (353, 512), (326, 804), (381, 312), (341, 350), (410, 488), (334, 471), (332, 412), (398, 561), (318, 358), (538, 371), (492, 488), (708, 800), (696, 723), (579, 599), (541, 594), (695, 529), (556, 586), (697, 449), (619, 466), (619, 520), (512, 506), (548, 601), (733, 394), (1132, 557), (1000, 850), (1365, 838), (1277, 875), (1358, 773), (1184, 813), (1210, 827), (1591, 811), (1303, 822), (1203, 805), (1276, 708), (1386, 805), (1270, 819), (1205, 594), (1202, 854), (1122, 810), (1339, 860), (1094, 806), (1255, 533), (1603, 385), (1604, 799), (1628, 655), (1654, 652), (1611, 713), (1426, 852), (1645, 651), (1640, 674), (1617, 801), (1625, 648), (1539, 853), (1618, 690), (1592, 757), (1630, 623), (1613, 572), (561, 492), (696, 673), (822, 711), (652, 605), (869, 734), (738, 589), (772, 634), (669, 576), (589, 554), (581, 759), (1088, 758), (1078, 745), (1320, 582), (1076, 798), (1179, 829), (1264, 752), (1462, 779), (1209, 813), (1250, 850), (1300, 817), (1146, 756), (1327, 665)]",252,"((403.8849206349207, 33.20634920634916))"
